"befnr","StartYear","industry_category","LegalForm","Location","FollowerBusiness","IndAffBusiness","EmployeeNum","CompanyEndYear","YearsWorkExperience","YearsSchooling","CapitalInvested","GenSpeBusiness","TradInnoBusiness","MarketScope","CompetitionIntensity","Seasonality","OrderClusters","IndustryExperience","FounderFather","beg1","beg2","beg3","beg4","beg5","beg6","beg7","beg8","beg9","beg10","beg11","beg12","beg13","beg14","beg15","beg16","beg17","beg18","beg19","beg20","end1","end2","end3","end4","end5","end6","end7","end8","end9","end10","end11","end12","end13","end14","end15","end16","end17","end18","end19","end20","typ1","typ2","typ3","typ4","typ5","typ6","typ7","typ8","typ9","typ10","typ11","typ12","typ13","typ14","typ15","typ16","typ17","WorkExperienceYears","SelfEmploymentYears","SelfEmploymentExp","EndYear_Clean","Censored","SurvivalTime","SurvivalMonths"
"1047",1986,"Wholesale/Retail Trade","Registered firm","Munich","Newcomer","Independent",4,"87",17,18,1e+05,"Generalist","Traditional","National",3,4,2,0,1,"60","68","72","75","81","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","68","72","75","81","86","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","ab","ab","ab","ab","se","m","m","m","m","m","m","m","m","m","m","m","m",21,5,"1.0",1987,0,1,12
"1121",1986,"Other Services","Small tradesman","Munich","Newcomer","Affiliated",1,"87",27,11,50000,"Specialist","Traditional","Local",3,3,5,1,1,"84","85","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","85","86","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","wz","ab","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m",1,0,"0.0",1987,0,1,12
"1126",1986,"Other Services","Small tradesman","Munich","Newcomer","Independent",1,"87",33,12,250000,"Generalist","Traditional","Local",4,NA,3,1,1,"56","59","61","66","68","84","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","59","61","66","68","84","86","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","le","ab","ab","ab","se","ab","m","m","m","m","m","m","m","m","m","m","m",14,16,"1.0",1987,0,1,12
"1132",1986,"Transportation","Small tradesman","Munich","Newcomer","Independent",1,"87",13,12,150000,"Specialist","Traditional","Local",5,3,NA,0,1,"47","50","82","83","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","50","82","83","86","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","le","ab","ab","al","m","m","m","m","m","m","m","m","m","m","m","m","m",36,0,"0.0",1987,0,1,12
"1209",1985,"Wholesale/Retail Trade","Small tradesman","Upper Bavaria","Newcomer","Independent",1,"86",3,18,50000,"Generalist","Traditional","Local",4,NA,NA,1,1,"76","79","83","84","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","79","83","84","85","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","le","ab","le","ab","m","m","m","m","m","m","m","m","m","m","m","m","m",9,0,"0.0",1986,0,1,12
"1223",1986,"Wholesale/Retail Trade","Small tradesman","Munich","Newcomer","Independent",1,"87",1,12,5e+05,"Specialist","Traditional","Local",5,5,NA,1,1,"85","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","86","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","ab","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m",1,0,"0.0",1987,0,1,12
"1252",1985,"Wholesale/Retail Trade","Registered firm","Upper Bavaria","Newcomer","Independent",2,"86",23,18,50000,"Specialist","Traditional","National",2,NA,5,0,1,"71","74","75","76","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","74","75","76","85","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","le","ab","wz","ab","m","m","m","m","m","m","m","m","m","m","m","m","m",13,0,"0.0",1986,0,1,12
"1276",1986,"Other Services","Registered firm","Upper Bavaria","Newcomer","Independent",2,"87",8,18,10000,"Specialist","Traditional","National",4,2,NA,1,1,"74","78","85","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","78","85","86","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","le","ab","se","m","m","m","m","m","m","m","m","m","m","m","m","m","m",11,1,"1.0",1987,0,1,12
"1434",1985,"Wholesale/Retail Trade","Registered firm","Upper Bavaria","Follower","Independent",2,"86",3,17,50000,"Generalist","Traditional","National",4,NA,2,1,1,"69","71","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","71","85","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","le","ab","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m",16,0,"0.0",1986,0,1,12
"1444",1985,"Manufacturing","Registered firm","Munich","Follower","Independent",5,"86",9,11,25000,"Specialist","Traditional","Local",4,NA,NA,1,1,"71","74","78","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","74","78","85","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","le","ab","se","m","m","m","m","m","m","m","m","m","m","m","m","m","m",7,7,"1.0",1986,0,1,12
"1445",1985,"Other Services","Registered firm","Munich","Newcomer","Independent",7,"86",29,12,1e+05,"Specialist","Traditional","Local",4,5,NA,0,1,"54","56","57","60","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","56","57","60","85","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","le","ab","ne","ab","m","m","m","m","m","m","m","m","m","m","m","m","m",28,0,"0.0",1986,0,1,12
"1455",1986,"Other Services","Small tradesman","Munich","Newcomer","Independent",2,"87",5,18,1e+05,"Generalist","Traditional","Local",5,4,3,1,1,"68","71","77","79","81","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","71","77","79","81","86","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","le","ab","wz","ab","se","m","m","m","m","m","m","m","m","m","m","m","m",11,5,"1.0",1987,0,1,12
"1474",1985,"Other Services","Small tradesman","Upper Bavaria","Newcomer","Independent",0,"86",39,13,50000,"Specialist","Traditional","National",2,5,5,0,1,"52","58","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","58","85","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","ne","ab","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m",27,0,"0.0",1986,0,1,12
"1482",1985,"Other Services","Small tradesman","Munich","Newcomer","Independent",0,"86",2,14,50000,NA,NA,NA,5,NA,NA,0,1,"80","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","85","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","ne","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m",0,0,"0.0",1986,0,1,12
"1488",1985,"Other Services","Small tradesman","Upper Bavaria","Newcomer","Affiliated",0,"86",14,17,50000,"Specialist","Traditional","Local",3,NA,2,0,1,"80","81","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","81","85","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","ab","ab","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m",5,0,"0.0",1986,0,1,12
"1506",1985,"Other Services","Small tradesman","Munich","Newcomer","Independent",1,"86",10,18,50000,"Generalist","Traditional","Local",2,2,5,1,1,"49","52","55","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","52","55","85","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","le","ab","ab","m","m","m","m","m","m","m","m","m","m","m","m","m","m",36,0,"0.0",1986,0,1,12
"1508",1985,"Wholesale/Retail Trade","Small tradesman","Upper Bavaria","Newcomer","Independent",1,"86",2,17,7e+05,"Specialist","Traditional","Local",4,2,2,1,1,"46","60","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","60","85","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","ab","se","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m",14,25,"1.0",1986,0,1,12
"1514",1985,"Other Services","Small tradesman","Munich","Newcomer","Independent",2,"86",30,17,150000,"Generalist",NA,"Local",2,NA,4,0,1,"83","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","85","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","ab","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m",2,0,"0.0",1986,0,1,12
"1527",1985,"Other Services","Small tradesman","Upper Bavaria","Newcomer","Independent",0,"86",14,15,25000,"Generalist","Traditional","Local",3,3,3,1,1,"74","76","82","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","76","82","85","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","le","ab","ne","m","m","m","m","m","m","m","m","m","m","m","m","m","m",8,0,"0.0",1986,0,1,12
"1538",1985,"Construction","Small tradesman","Upper Bavaria","Newcomer","Independent",2,"86",6,12,0,"Specialist","Traditional","National",5,NA,4,0,1,"Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m",NA,NA,NA,1986,0,1,12
"1539",1985,"Other Services","Small tradesman","Upper Bavaria","Newcomer","Affiliated",0,"86",5,12,70000,"Generalist","Traditional","Local",4,2,4,0,1,"76","77","83","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","77","83","85","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","wz","ne","ab","m","m","m","m","m","m","m","m","m","m","m","m","m","m",2,0,"0.0",1986,0,1,12
"1546",1985,"Other Services","Small tradesman","Munich","Newcomer","Independent",1,"86",8,13,4e+05,"Generalist","Traditional","Local",5,3,NA,0,1,"57","60","62","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","60","62","85","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","le","ne","ab","m","m","m","m","m","m","m","m","m","m","m","m","m","m",26,0,"0.0",1986,0,1,12
"1586",1986,"Other Services","Small tradesman","Munich","Newcomer","Independent",1,"87",31,18,50000,"Generalist","Traditional","Local",5,2,5,1,1,"62","65","67","68","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","65","67","68","86","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","le","le","ab","ne","m","m","m","m","m","m","m","m","m","m","m","m","m",6,0,"0.0",1987,0,1,12
"1625",1986,"Computer Services","Small tradesman","Munich","Newcomer","Independent",0,"87",25,12,50000,NA,NA,NA,5,5,NA,1,1,"Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m",NA,NA,NA,1987,0,1,12
"1654",1986,"Computer Services","Small tradesman","Upper Bavaria","Newcomer","Independent",0,"87",4,15,5e+05,"Specialist","Innovative","National",2,NA,NA,1,1,"78","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","86","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","ab","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m",8,0,"0.0",1987,0,1,12
"1673",1986,"Transportation","Small tradesman","Munich","Newcomer","Affiliated",0,"87",15,12,2e+05,"Specialist","Traditional","Local",4,NA,5,0,1,"74","77","78","83","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","77","78","83","86","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","le","ab","ab","se","m","m","m","m","m","m","m","m","m","m","m","m","m",9,3,"1.0",1987,0,1,12
"1693",1986,"Other Services","Small tradesman","Upper Bavaria","Newcomer","Independent",1,"87",6,10,50000,"Generalist","Traditional","Local",3,5,2,0,1,"82","84","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","84","86","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","le","ab","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m",4,0,"0.0",1987,0,1,12
"1697",1986,"Other Services","Small tradesman","Upper Bavaria","Newcomer","Independent",1,"87",36,18,25000,"Specialist","Traditional","Local",5,2,2,1,1,"85","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","86","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","le","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m",1,0,"0.0",1987,0,1,12
"2199",1985,"Wholesale/Retail Trade","Small tradesman","Upper Bavaria","Newcomer","Independent",0,"86",20,18,8000,"Specialist","Innovative","National",4,4,5,NA,1,"Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m",NA,NA,NA,1986,0,1,12
"2438",1985,"Wholesale/Retail Trade","Small tradesman","Munich","Newcomer","Affiliated",2,"86",1,11,1500,"Generalist","Traditional","Local",2,NA,NA,1,1,"55","60","63","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","60","63","85","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","le","ab","se","m","m","m","m","m","m","m","m","m","m","m","m","m","m",8,22,"1.0",1986,0,1,12
"2472",1985,"Other Services","Small tradesman","Munich","Newcomer","Independent",1,"86",2,15,30000,"Specialist","Innovative","National",NA,2,2,1,1,"40","43","44","49","53","60","82","83","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","43","44","49","53","60","82","83","85","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","le","ab","wz","ab","ab","ab","al","ab","m","m","m","m","m","m","m","m","m",39,0,"0.0",1986,0,1,12
"2477",1985,"Wholesale/Retail Trade","Small tradesman","Upper Bavaria","Newcomer","Independent",0,"86",24,13,2000,"Specialist","Traditional","National",4,NA,NA,0,1,"58","61","62","69","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","61","62","69","85","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","ab","wz","se","ab","m","m","m","m","m","m","m","m","m","m","m","m","m",19,7,"1.0",1986,0,1,12
"2531",1985,"Wholesale/Retail Trade","Registered firm","Munich","Newcomer","Independent",1,"86",19,14,80000,"Specialist","Traditional","Local",5,NA,NA,1,1,"75","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","85","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","ab","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m",10,0,"0.0",1986,0,1,12
"2533",1985,"Other Services","Registered firm","Munich","Newcomer","Independent",2,"86",29,11,0,NA,NA,NA,NA,NA,NA,1,1,"63","65","67","69","73","76","77","79","83","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","65","67","69","73","76","77","79","83","85","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","ab","ab","ne","se","ab","ab","se","se","se","m","m","m","m","m","m","m","m",8,12,"1.0",1986,0,1,12
"2584",1985,"Wholesale/Retail Trade","Small tradesman","Munich","Follower","Independent",1,"86",4,12,0,"Specialist","Innovative","Local",3,5,2,0,1,"79","82","83","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","82","83","85","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","le","wz","le","m","m","m","m","m","m","m","m","m","m","m","m","m","m",5,0,"0.0",1986,0,1,12
"2597",1985,"Wholesale/Retail Trade","Small tradesman","Munich","Newcomer","Independent",1,"86",15,13,0,"Specialist","Traditional","Local",5,NA,NA,1,1,"65","74","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","74","85","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","ne","se","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m",0,11,"1.0",1986,0,1,12
"2620",1985,"Wholesale/Retail Trade","Small tradesman","Munich","Newcomer","Independent",0,"86",14,11,1000,"Specialist","Traditional","Local",5,NA,NA,0,1,"83","84","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","84","85","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","le","ab","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m",2,0,"0.0",1986,0,1,12
"2645",1985,"Wholesale/Retail Trade","Small tradesman","Upper Bavaria","Newcomer","Affiliated",1,"86",2,11,50000,"Specialist","Innovative","National",5,3,2,1,1,"76","78","82","83","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","78","82","83","85","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","le","wz","ne","ab","m","m","m","m","m","m","m","m","m","m","m","m","m",4,0,"0.0",1986,0,1,12
"2661",1985,"Wholesale/Retail Trade","Small tradesman","Upper Bavaria","Newcomer","Independent",1,"86",42,12,0,"Specialist","Traditional","Local",5,NA,4,1,1,"37","39","42","45","51","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","39","42","45","51","85","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","le","ab","wz","ab","se","m","m","m","m","m","m","m","m","m","m","m","m",11,34,"1.0",1986,0,1,12
"2665",1985,"Wholesale/Retail Trade","Small tradesman","Munich","Newcomer","Independent",1,"86",2,12,10000,"Generalist","Traditional","Local",3,2,3,1,1,"69","79","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","79","85","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","se","ab","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m",6,10,"1.0",1986,0,1,12
"2671",1985,"Wholesale/Retail Trade","Small tradesman","Upper Bavaria","Newcomer","Independent",2,"86",1,12,0,"Specialist","Traditional","National",NA,NA,NA,1,1,"83","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","85","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","ab","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m",2,0,"0.0",1986,0,1,12
"2692",1985,"Manufacturing","Small tradesman","Upper Bavaria","Newcomer","Independent",0,"86",36,12,0,"Specialist","Traditional","Local",5,3,4,0,1,"73","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","85","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","Business established","ab","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m","m",12,0,"0.0",1986,0,1,12
